city,category,ipc,year,month
Popayán,Información Y Comunicación,0.33,2024,2
Valledupar,Información Y Comunicación,0.14,2024,2
Montería,Información Y Comunicación,0.27,2024,2
Neiva,Información Y Comunicación,0.04,2024,2
Riohacha,Información Y Comunicación,0.14,2024,2
Santa Marta,Información Y Comunicación,0.3,2024,2
Villavicencio,Información Y Comunicación,0.4,2024,2
Pasto,Información Y Comunicación,0.14,2024,2
Cúcuta,Información Y Comunicación,-0.01,2024,2
Armenia,Información Y Comunicación,0.27,2024,2
Pereira,Información Y Comunicación,0.18,2024,2
Bucaramanga,Información Y Comunicación,0.14,2024,2
Sincelejo,Información Y Comunicación,0.4,2024,2
Ibagué,Información Y Comunicación,0.11,2024,2
Cali,Información Y Comunicación,0.17,2024,2
Otras Areas Urbanas,Información Y Comunicación,0.21,2024,2
Medellín,Recreación Y Cultura,-0.53,2024,2
Barranquilla,Recreación Y Cultura,-0.48,2024,2
"Bogotá, D.C.",Recreación Y Cultura,0.06,2024,2
Cartagena De Indias,Recreación Y Cultura,0.57,2024,2
Tunja,Recreación Y Cultura,0.32,2024,2
Manizales,Recreación Y Cultura,-0.37,2024,2
Florencia,Recreación Y Cultura,-0.36,2024,2
Popayán,Recreación Y Cultura,-0.14,2024,2
Valledupar,Recreación Y Cultura,0.1,2024,2
Montería,Recreación Y Cultura,-1.04,2024,2
Neiva,Recreación Y Cultura,0.26,2024,2
Riohacha,Recreación Y Cultura,1.92,2024,2
Santa Marta,Recreación Y Cultura,0.27,2024,2
Villavicencio,Recreación Y Cultura,-0.86,2024,2
Pasto,Recreación Y Cultura,-0.24,2024,2
Cúcuta,Recreación Y Cultura,0.2,2024,2
Armenia,Recreación Y Cultura,-0.65,2024,2
Pereira,Recreación Y Cultura,-0.61,2024,2
Bucaramanga,Recreación Y Cultura,0.74,2024,2
Sincelejo,Recreación Y Cultura,0.36,2024,2
Ibagué,Recreación Y Cultura,-0.14,2024,2
Cali,Recreación Y Cultura,0.1,2024,2
Otras Areas Urbanas,Recreación Y Cultura,0.27,2024,2
Medellín,Educación,10.2,2024,2
Barranquilla,Educación,9.91,2024,2
"Bogotá, D.C.",Educación,8.27,2024,2
Cartagena De Indias,Educación,10.08,2024,2
Tunja,Educación,11.72,2024,2
Manizales,Educación,10.13,2024,2
Florencia,Educación,9.57,2024,2
Popayán,Educación,6.25,2024,2
Valledupar,Educación,10.59,2024,2
Montería,Educación,10.77,2024,2
Neiva,Educación,10.93,2024,2
Riohacha,Educación,10.17,2024,2
Santa Marta,Educación,11.5,2024,2
Villavicencio,Educación,9.26,2024,2
Pasto,Educación,9.1,2024,2
Cúcuta,Educación,12.05,2024,2
Armenia,Educación,12.39,2024,2
Pereira,Educación,10.54,2024,2
Bucaramanga,Educación,8.94,2024,2
Sincelejo,Educación,8.94,2024,2
Ibagué,Educación,8.74,2024,2
Cali,Educación,6.06,2024,2
Otras Areas Urbanas,Educación,10.17,2024,2
Medellín,Restaurantes Y Hoteles,0.8,2024,2
Barranquilla,Restaurantes Y Hoteles,1.19,2024,2
"Bogotá, D.C.",Restaurantes Y Hoteles,1.22,2024,2
Cartagena De Indias,Restaurantes Y Hoteles,1.24,2024,2
Tunja,Restaurantes Y Hoteles,1.2,2024,2
Manizales,Restaurantes Y Hoteles,1.41,2024,2
Florencia,Restaurantes Y Hoteles,0.83,2024,2
Popayán,Restaurantes Y Hoteles,1.33,2024,2
Valledupar,Restaurantes Y Hoteles,0.54,2024,2
Montería,Restaurantes Y Hoteles,1.6,2024,2
Neiva,Restaurantes Y Hoteles,0.05,2024,2
Riohacha,Restaurantes Y Hoteles,1.15,2024,2
Santa Marta,Restaurantes Y Hoteles,2.04,2024,2
Villavicencio,Restaurantes Y Hoteles,1.2,2024,2
Pasto,Restaurantes Y Hoteles,1.35,2024,2
Cúcuta,Restaurantes Y Hoteles,1.24,2024,2
Armenia,Restaurantes Y Hoteles,1.21,2024,2
Pereira,Restaurantes Y Hoteles,1.12,2024,2
Bucaramanga,Restaurantes Y Hoteles,1.08,2024,2
Sincelejo,Restaurantes Y Hoteles,1.68,2024,2
Ibagué,Restaurantes Y Hoteles,0.49,2024,2
Cali,Restaurantes Y Hoteles,1.06,2024,2
Otras Areas Urbanas,Restaurantes Y Hoteles,1.15,2024,2
Medellín,Bienes Y Servicios Diversos,0.19,2024,2
Barranquilla,Bienes Y Servicios Diversos,-0.83,2024,2
"Bogotá, D.C.",Bienes Y Servicios Diversos,0.46,2024,2
Cartagena De Indias,Bienes Y Servicios Diversos,-0.59,2024,2
Tunja,Bienes Y Servicios Diversos,0.54,2024,2
Manizales,Bienes Y Servicios Diversos,0.17,2024,2
Florencia,Bienes Y Servicios Diversos,0.28,2024,2
Popayán,Bienes Y Servicios Diversos,0.09,2024,2
Valledupar,Bienes Y Servicios Diversos,0.5,2024,2
Montería,Bienes Y Servicios Diversos,-0.14,2024,2
Neiva,Bienes Y Servicios Diversos,-0.14,2024,2
Riohacha,Bienes Y Servicios Diversos,0.8,2024,2
Santa Marta,Bienes Y Servicios Diversos,0.4,2024,2
Villavicencio,Bienes Y Servicios Diversos,0.88,2024,2
Pasto,Bienes Y Servicios Diversos,1.39,2024,2
Cúcuta,Bienes Y Servicios Diversos,0.32,2024,2
Armenia,Bienes Y Servicios Diversos,0.37,2024,2
Pereira,Bienes Y Servicios Diversos,0.01,2024,2
Bucaramanga,Bienes Y Servicios Diversos,0.29,2024,2
Sincelejo,Bienes Y Servicios Diversos,0.37,2024,2
Ibagué,Bienes Y Servicios Diversos,0.46,2024,2
Cali,Bienes Y Servicios Diversos,0.32,2024,2
Otras Areas Urbanas,Bienes Y Servicios Diversos,0.62,2024,2
Medellín,Total,0.78,2024,2
Barranquilla,Total,1.07,2024,2
"Bogotá, D.C.",Total,1.37,2024,2
Cartagena De Indias,Total,0.68,2024,2
Tunja,Total,1.92,2024,2
Manizales,Total,1.2,2024,2
Florencia,Total,0.89,2024,2
Popayán,Total,0.9,2024,2
Valledupar,Total,0.63,2024,2
Montería,Total,0.63,2024,2
Neiva,Total,0.73,2024,2
Riohacha,Total,1.45,2024,2
Santa Marta,Total,0.77,2024,2
Villavicencio,Total,0.73,2024,2
Pasto,Total,0.93,2024,2
Cúcuta,Total,0.9,2024,2
Armenia,Total,1.21,2024,2
Pereira,Total,1.08,2024,2
Bucaramanga,Total,1.0,2024,2
Sincelejo,Total,0.74,2024,2
Ibagué,Total,0.96,2024,2
Cali,Total,0.93,2024,2
Otras Areas Urbanas,Total,0.9,2024,2
Medellín,Alimentos Y Bebidas No Alcohólicas,1.11,2024,3
Barranquilla,Alimentos Y Bebidas No Alcohólicas,0.42,2024,3
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,0.52,2024,3
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,0.69,2024,3
Tunja,Alimentos Y Bebidas No Alcohólicas,1.86,2024,3
Manizales,Alimentos Y Bebidas No Alcohólicas,0.71,2024,3
Florencia,Alimentos Y Bebidas No Alcohólicas,0.55,2024,3
Popayán,Alimentos Y Bebidas No Alcohólicas,0.56,2024,3
Valledupar,Alimentos Y Bebidas No Alcohólicas,0.88,2024,3
Montería,Alimentos Y Bebidas No Alcohólicas,1.01,2024,3
Neiva,Alimentos Y Bebidas No Alcohólicas,0.79,2024,3
Riohacha,Alimentos Y Bebidas No Alcohólicas,-0.01,2024,3
Santa Marta,Alimentos Y Bebidas No Alcohólicas,0.33,2024,3
Villavicencio,Alimentos Y Bebidas No Alcohólicas,0.54,2024,3
Pasto,Alimentos Y Bebidas No Alcohólicas,-0.4,2024,3
Cúcuta,Alimentos Y Bebidas No Alcohólicas,1.16,2024,3
Armenia,Alimentos Y Bebidas No Alcohólicas,0.42,2024,3
Pereira,Alimentos Y Bebidas No Alcohólicas,0.54,2024,3
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,1.26,2024,3
Sincelejo,Alimentos Y Bebidas No Alcohólicas,-0.19,2024,3
Ibagué,Alimentos Y Bebidas No Alcohólicas,0.77,2024,3
Cali,Alimentos Y Bebidas No Alcohólicas,1.26,2024,3
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,0.8,2024,3
Medellín,Bebidas Alcohólicas Y Tabaco,1.31,2024,3
Barranquilla,Bebidas Alcohólicas Y Tabaco,0.53,2024,3
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,0.67,2024,3
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,0.07,2024,3
Tunja,Bebidas Alcohólicas Y Tabaco,0.7,2024,3
Manizales,Bebidas Alcohólicas Y Tabaco,0.99,2024,3
Florencia,Bebidas Alcohólicas Y Tabaco,0.42,2024,3
Popayán,Bebidas Alcohólicas Y Tabaco,0.68,2024,3
Valledupar,Bebidas Alcohólicas Y Tabaco,-0.18,2024,3
Montería,Bebidas Alcohólicas Y Tabaco,1.12,2024,3
Neiva,Bebidas Alcohólicas Y Tabaco,0.75,2024,3
Riohacha,Bebidas Alcohólicas Y Tabaco,0.86,2024,3
Santa Marta,Bebidas Alcohólicas Y Tabaco,0.62,2024,3
Villavicencio,Bebidas Alcohólicas Y Tabaco,0.87,2024,3
Pasto,Bebidas Alcohólicas Y Tabaco,0.23,2024,3
Cúcuta,Bebidas Alcohólicas Y Tabaco,0.73,2024,3
Armenia,Bebidas Alcohólicas Y Tabaco,1.18,2024,3
Pereira,Bebidas Alcohólicas Y Tabaco,0.3,2024,3
Bucaramanga,Bebidas Alcohólicas Y Tabaco,0.39,2024,3
Sincelejo,Bebidas Alcohólicas Y Tabaco,0.96,2024,3
Ibagué,Bebidas Alcohólicas Y Tabaco,1.56,2024,3
Cali,Bebidas Alcohólicas Y Tabaco,1.06,2024,3
Otras Areas Urbanas,Bebidas Alcohólicas Y Tabaco,0.46,2024,3
Medellín,Prendas De Vestir Y Calzado,0.7,2024,3
Barranquilla,Prendas De Vestir Y Calzado,-0.11,2024,3
"Bogotá, D.C.",Prendas De Vestir Y Calzado,-0.2,2024,3
Cartagena De Indias,Prendas De Vestir Y Calzado,0.24,2024,3
Tunja,Prendas De Vestir Y Calzado,0.31,2024,3
Manizales,Prendas De Vestir Y Calzado,0.3,2024,3
Florencia,Prendas De Vestir Y Calzado,0.39,2024,3
Popayán,Prendas De Vestir Y Calzado,-0.14,2024,3
Valledupar,Prendas De Vestir Y Calzado,-0.16,2024,3
Montería,Prendas De Vestir Y Calzado,-0.4,2024,3
Neiva,Prendas De Vestir Y Calzado,-0.14,2024,3
Riohacha,Prendas De Vestir Y Calzado,0.19,2024,3
Santa Marta,Prendas De Vestir Y Calzado,0.5,2024,3
Villavicencio,Prendas De Vestir Y Calzado,0.4,2024,3
Pasto,Prendas De Vestir Y Calzado,0.21,2024,3
Cúcuta,Prendas De Vestir Y Calzado,0.26,2024,3
Armenia,Prendas De Vestir Y Calzado,0.17,2024,3
Pereira,Prendas De Vestir Y Calzado,0.44,2024,3
Bucaramanga,Prendas De Vestir Y Calzado,-0.06,2024,3
Sincelejo,Prendas De Vestir Y Calzado,0.87,2024,3
Ibagué,Prendas De Vestir Y Calzado,0.18,2024,3
Cali,Prendas De Vestir Y Calzado,0.24,2024,3
Otras Areas Urbanas,Prendas De Vestir Y Calzado,0.14,2024,3
Medellín,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.35,2024,3
Barranquilla,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.67,2024,3
"Bogotá, D.C.","Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.85,2024,3
Cartagena De Indias,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.39,2024,3
Tunja,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.41,2024,3
Manizales,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.19,2024,3
Florencia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.45,2024,3
Popayán,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.4,2024,3
Valledupar,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.61,2024,3
Montería,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.56,2024,3
Neiva,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.48,2024,3
Riohacha,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.53,2024,3
Santa Marta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.2,2024,3
Villavicencio,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.32,2024,3
Pasto,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.87,2024,3
Cúcuta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.72,2024,3
Armenia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.51,2024,3
Pereira,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.11,2024,3
Bucaramanga,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.22,2024,3
Sincelejo,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.69,2024,3
Ibagué,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.38,2024,3
Cali,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.43,2024,3
Otras Areas Urbanas,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.93,2024,3
Medellín,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.48,2024,3
Barranquilla,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.32,2024,3
"Bogotá, D.C.","Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.18,2024,3
Cartagena De Indias,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.0,2024,3
Tunja,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.23,2024,3
Manizales,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.12,2024,3
Florencia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.33,2024,3
Popayán,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.59,2024,3
Valledupar,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.08,2024,3
Montería,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.23,2024,3
Neiva,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.52,2024,3
Riohacha,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.41,2024,3
Santa Marta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.05,2024,3
Villavicencio,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.33,2024,3
Pasto,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.4,2024,3
Cúcuta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.09,2024,3
Armenia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.12,2024,3
Pereira,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.02,2024,3
Bucaramanga,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.36,2024,3
Sincelejo,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.25,2024,3
Ibagué,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.64,2024,3
Cali,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.47,2024,3
Otras Areas Urbanas,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.47,2024,3
Medellín,Salud,1.24,2024,3
Barranquilla,Salud,0.94,2024,3
"Bogotá, D.C.",Salud,1.3,2024,3
Cartagena De Indias,Salud,0.18,2024,3
Tunja,Salud,1.22,2024,3
Manizales,Salud,1.54,2024,3
Florencia,Salud,0.2,2024,3
Popayán,Salud,1.26,2024,3
Valledupar,Salud,1.4,2024,3
Montería,Salud,0.53,2024,3
Neiva,Salud,0.97,2024,3
Riohacha,Salud,1.22,2024,3
Santa Marta,Salud,1.26,2024,3
Villavicencio,Salud,0.78,2024,3
Pasto,Salud,0.89,2024,3
Cúcuta,Salud,0.48,2024,3
Armenia,Salud,1.2,2024,3
Pereira,Salud,0.61,2024,3
Bucaramanga,Salud,0.58,2024,3
Sincelejo,Salud,1.17,2024,3
Ibagué,Salud,1.24,2024,3
Cali,Salud,0.88,2024,3
Otras Areas Urbanas,Salud,0.91,2024,3
Medellín,Transporte,0.2,2024,3
Barranquilla,Transporte,1.86,2024,3
"Bogotá, D.C.",Transporte,1.9,2024,3
Cartagena De Indias,Transporte,1.34,2024,3
Tunja,Transporte,0.22,2024,3
Manizales,Transporte,0.03,2024,3
Florencia,Transporte,1.68,2024,3
Popayán,Transporte,0.0,2024,3
Valledupar,Transporte,0.72,2024,3
Montería,Transporte,0.73,2024,3
Neiva,Transporte,0.31,2024,3
Riohacha,Transporte,-0.23,2024,3
Santa Marta,Transporte,0.09,2024,3
Villavicencio,Transporte,1.68,2024,3
Pasto,Transporte,0.63,2024,3
Cúcuta,Transporte,1.18,2024,3
Armenia,Transporte,0.33,2024,3
Pereira,Transporte,1.02,2024,3
Bucaramanga,Transporte,0.22,2024,3
Sincelejo,Transporte,0.82,2024,3
Ibagué,Transporte,0.06,2024,3
Cali,Transporte,0.5,2024,3
Otras Areas Urbanas,Transporte,0.19,2024,3
Medellín,Información Y Comunicación,0.0,2024,3
Barranquilla,Información Y Comunicación,0.35,2024,3
"Bogotá, D.C.",Información Y Comunicación,-0.21,2024,3
Cartagena De Indias,Información Y Comunicación,-0.02,2024,3
Tunja,Información Y Comunicación,0.16,2024,3
Manizales,Información Y Comunicación,-0.04,2024,3
Florencia,Información Y Comunicación,-0.21,2024,3
Popayán,Información Y Comunicación,0.25,2024,3
Valledupar,Información Y Comunicación,0.13,2024,3
Montería,Información Y Comunicación,0.32,2024,3
Neiva,Información Y Comunicación,-0.03,2024,3
Riohacha,Información Y Comunicación,0.37,2024,3
Santa Marta,Información Y Comunicación,0.26,2024,3
Villavicencio,Información Y Comunicación,0.23,2024,3
Pasto,Información Y Comunicación,0.4,2024,3
Cúcuta,Información Y Comunicación,0.1,2024,3
Armenia,Información Y Comunicación,0.29,2024,3
Pereira,Información Y Comunicación,0.0,2024,3
Bucaramanga,Información Y Comunicación,0.15,2024,3
Sincelejo,Información Y Comunicación,0.27,2024,3
Ibagué,Información Y Comunicación,0.27,2024,3
Cali,Información Y Comunicación,0.15,2024,3
Otras Areas Urbanas,Información Y Comunicación,0.38,2024,3
Medellín,Recreación Y Cultura,-1.28,2024,3
Barranquilla,Recreación Y Cultura,-0.04,2024,3
"Bogotá, D.C.",Recreación Y Cultura,-0.18,2024,3
Cartagena De Indias,Recreación Y Cultura,-0.82,2024,3
Tunja,Recreación Y Cultura,-0.16,2024,3
Manizales,Recreación Y Cultura,-1.72,2024,3
Florencia,Recreación Y Cultura,-0.31,2024,3
Popayán,Recreación Y Cultura,-0.66,2024,3
Valledupar,Recreación Y Cultura,-1.11,2024,3
Montería,Recreación Y Cultura,-0.17,2024,3
Neiva,Recreación Y Cultura,0.1,2024,3
Riohacha,Recreación Y Cultura,-0.15,2024,3
Santa Marta,Recreación Y Cultura,-0.04,2024,3
Villavicencio,Recreación Y Cultura,-1.22,2024,3
Pasto,Recreación Y Cultura,-0.12,2024,3
Cúcuta,Recreación Y Cultura,0.33,2024,3
Armenia,Recreación Y Cultura,-0.92,2024,3
Pereira,Recreación Y Cultura,-0.94,2024,3
Bucaramanga,Recreación Y Cultura,-0.41,2024,3
Sincelejo,Recreación Y Cultura,-0.16,2024,3
Ibagué,Recreación Y Cultura,-0.94,2024,3
Cali,Recreación Y Cultura,-0.66,2024,3
Otras Areas Urbanas,Recreación Y Cultura,-0.41,2024,3
Medellín,Educación,0.23,2024,3
Barranquilla,Educación,0.05,2024,3
"Bogotá, D.C.",Educación,0.07,2024,3
Cartagena De Indias,Educación,1.1,2024,3
Tunja,Educación,0.0,2024,3
Manizales,Educación,0.0,2024,3
Florencia,Educación,0.0,2024,3
Popayán,Educación,0.33,2024,3
Valledupar,Educación,-0.08,2024,3
Montería,Educación,0.0,2024,3
Neiva,Educación,0.0,2024,3
Riohacha,Educación,1.04,2024,3
Santa Marta,Educación,0.49,2024,3
Villavicencio,Educación,1.11,2024,3
Pasto,Educación,0.77,2024,3
Cúcuta,Educación,0.0,2024,3
Armenia,Educación,0.0,2024,3
Pereira,Educación,0.21,2024,3
Bucaramanga,Educación,1.23,2024,3
Sincelejo,Educación,0.0,2024,3
Ibagué,Educación,0.29,2024,3
Cali,Educación,0.0,2024,3
Otras Areas Urbanas,Educación,0.14,2024,3
Medellín,Restaurantes Y Hoteles,0.49,2024,3
Barranquilla,Restaurantes Y Hoteles,0.51,2024,3
"Bogotá, D.C.",Restaurantes Y Hoteles,1.46,2024,3
Cartagena De Indias,Restaurantes Y Hoteles,0.88,2024,3
Tunja,Restaurantes Y Hoteles,0.46,2024,3
Manizales,Restaurantes Y Hoteles,0.03,2024,3
Florencia,Restaurantes Y Hoteles,0.17,2024,3
Popayán,Restaurantes Y Hoteles,0.96,2024,3
Valledupar,Restaurantes Y Hoteles,0.72,2024,3
Montería,Restaurantes Y Hoteles,0.66,2024,3
Neiva,Restaurantes Y Hoteles,0.45,2024,3
Riohacha,Restaurantes Y Hoteles,0.69,2024,3
Santa Marta,Restaurantes Y Hoteles,-0.14,2024,3
Villavicencio,Restaurantes Y Hoteles,0.42,2024,3
Pasto,Restaurantes Y Hoteles,-0.47,2024,3
Cúcuta,Restaurantes Y Hoteles,1.05,2024,3
Armenia,Restaurantes Y Hoteles,0.57,2024,3
Pereira,Restaurantes Y Hoteles,0.52,2024,3
Bucaramanga,Restaurantes Y Hoteles,0.31,2024,3
Sincelejo,Restaurantes Y Hoteles,1.22,2024,3
Ibagué,Restaurantes Y Hoteles,1.17,2024,3
Cali,Restaurantes Y Hoteles,0.75,2024,3
Otras Areas Urbanas,Restaurantes Y Hoteles,0.43,2024,3
Medellín,Bienes Y Servicios Diversos,0.58,2024,3
Barranquilla,Bienes Y Servicios Diversos,0.49,2024,3
"Bogotá, D.C.",Bienes Y Servicios Diversos,0.16,2024,3
Cartagena De Indias,Bienes Y Servicios Diversos,0.21,2024,3
Tunja,Bienes Y Servicios Diversos,1.32,2024,3
Manizales,Bienes Y Servicios Diversos,0.85,2024,3
Florencia,Bienes Y Servicios Diversos,0.35,2024,3
Popayán,Bienes Y Servicios Diversos,0.43,2024,3
Valledupar,Bienes Y Servicios Diversos,0.43,2024,3
Montería,Bienes Y Servicios Diversos,0.09,2024,3
Neiva,Bienes Y Servicios Diversos,0.58,2024,3
Riohacha,Bienes Y Servicios Diversos,0.52,2024,3
Santa Marta,Bienes Y Servicios Diversos,0.35,2024,3
Villavicencio,Bienes Y Servicios Diversos,0.16,2024,3
Pasto,Bienes Y Servicios Diversos,0.28,2024,3
Cúcuta,Bienes Y Servicios Diversos,0.34,2024,3
Armenia,Bienes Y Servicios Diversos,0.08,2024,3
Pereira,Bienes Y Servicios Diversos,0.5,2024,3
Bucaramanga,Bienes Y Servicios Diversos,0.45,2024,3
Sincelejo,Bienes Y Servicios Diversos,0.52,2024,3
Ibagué,Bienes Y Servicios Diversos,0.69,2024,3
Cali,Bienes Y Servicios Diversos,-0.68,2024,3
Otras Areas Urbanas,Bienes Y Servicios Diversos,0.82,2024,3
Medellín,Total,0.78,2024,3
Barranquilla,Total,0.67,2024,3
"Bogotá, D.C.",Total,0.82,2024,3
Cartagena De Indias,Total,0.57,2024,3
Tunja,Total,0.69,2024,3
Manizales,Total,0.51,2024,3
Florencia,Total,0.88,2024,3
Popayán,Total,0.73,2024,3
Valledupar,Total,0.56,2024,3
Montería,Total,0.58,2024,3
Neiva,Total,0.47,2024,3
Riohacha,Total,0.31,2024,3
Santa Marta,Total,0.21,2024,3
Villavicencio,Total,0.54,2024,3
Pasto,Total,0.57,2024,3
Cúcuta,Total,0.81,2024,3
Armenia,Total,0.35,2024,3
Pereira,Total,0.67,2024,3
Bucaramanga,Total,0.46,2024,3
Sincelejo,Total,0.5,2024,3
Ibagué,Total,0.78,2024,3
Cali,Total,0.51,2024,3
Otras Areas Urbanas,Total,0.63,2024,3
Medellín,Alimentos Y Bebidas No Alcohólicas,1.02,2024,4
Barranquilla,Alimentos Y Bebidas No Alcohólicas,1.33,2024,4
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,1.16,2024,4
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,1.33,2024,4
Tunja,Alimentos Y Bebidas No Alcohólicas,1.23,2024,4
Manizales,Alimentos Y Bebidas No Alcohólicas,0.88,2024,4
Florencia,Alimentos Y Bebidas No Alcohólicas,0.31,2024,4
Popayán,Alimentos Y Bebidas No Alcohólicas,0.54,2024,4
Valledupar,Alimentos Y Bebidas No Alcohólicas,1.11,2024,4
Montería,Alimentos Y Bebidas No Alcohólicas,0.69,2024,4
Neiva,Alimentos Y Bebidas No Alcohólicas,1.53,2024,4
Riohacha,Alimentos Y Bebidas No Alcohólicas,0.13,2024,4
Santa Marta,Alimentos Y Bebidas No Alcohólicas,1.04,2024,4
Villavicencio,Alimentos Y Bebidas No Alcohólicas,1.68,2024,4
Pasto,Alimentos Y Bebidas No Alcohólicas,0.41,2024,4
Cúcuta,Alimentos Y Bebidas No Alcohólicas,1.24,2024,4
Armenia,Alimentos Y Bebidas No Alcohólicas,1.02,2024,4
Pereira,Alimentos Y Bebidas No Alcohólicas,0.78,2024,4
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,1.56,2024,4
Sincelejo,Alimentos Y Bebidas No Alcohólicas,1.19,2024,4
Ibagué,Alimentos Y Bebidas No Alcohólicas,1.14,2024,4
Cali,Alimentos Y Bebidas No Alcohólicas,1.56,2024,4
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,0.66,2024,4
Medellín,Bebidas Alcohólicas Y Tabaco,0.57,2024,4
Barranquilla,Bebidas Alcohólicas Y Tabaco,0.03,2024,4
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,-0.03,2024,4
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,1.15,2024,4
Tunja,Bebidas Alcohólicas Y Tabaco,0.89,2024,4
Manizales,Bebidas Alcohólicas Y Tabaco,0.81,2024,4
Florencia,Bebidas Alcohólicas Y Tabaco,1.07,2024,4
Popayán,Bebidas Alcohólicas Y Tabaco,0.41,2024,4
Valledupar,Bebidas Alcohólicas Y Tabaco,0.74,2024,4
Montería,Bebidas Alcohólicas Y Tabaco,0.11,2024,4
Neiva,Bebidas Alcohólicas Y Tabaco,0.13,2024,4
Riohacha,Bebidas Alcohólicas Y Tabaco,0.21,2024,4
Santa Marta,Bebidas Alcohólicas Y Tabaco,0.93,2024,4
Villavicencio,Bebidas Alcohólicas Y Tabaco,0.96,2024,4
Pasto,Bebidas Alcohólicas Y Tabaco,0.96,2024,4
Cúcuta,Bebidas Alcohólicas Y Tabaco,-0.03,2024,4
Armenia,Bebidas Alcohólicas Y Tabaco,0.08,2024,4
Pereira,Bebidas Alcohólicas Y Tabaco,0.97,2024,4
Bucaramanga,Bebidas Alcohólicas Y Tabaco,0.33,2024,4
Sincelejo,Bebidas Alcohólicas Y Tabaco,0.71,2024,4
Ibagué,Bebidas Alcohólicas Y Tabaco,1.18,2024,4
