city,category,ipc,year,month
"Bogotá, D.C.",Educación,7.87,2023,2
Cartagena De Indias,Educación,8.74,2023,2
Tunja,Educación,8.39,2023,2
Manizales,Educación,8.15,2023,2
Florencia,Educación,11.0,2023,2
Popayán,Educación,6.45,2023,2
Valledupar,Educación,10.88,2023,2
Montería,Educación,12.03,2023,2
Neiva,Educación,9.24,2023,2
Riohacha,Educación,9.87,2023,2
Santa Marta,Educación,10.6,2023,2
Villavicencio,Educación,9.42,2023,2
Pasto,Educación,9.22,2023,2
Cúcuta,Educación,10.96,2023,2
Armenia,Educación,12.85,2023,2
Pereira,Educación,12.88,2023,2
Bucaramanga,Educación,8.9,2023,2
Sincelejo,Educación,9.42,2023,2
Ibagué,Educación,8.19,2023,2
Cali,Educación,6.77,2023,2
Otras Areas Urbanas,Educación,10.42,2023,2
Medellín,Restaurantes Y Hoteles,2.34,2023,2
Barranquilla,Restaurantes Y Hoteles,2.85,2023,2
"Bogotá, D.C.",Restaurantes Y Hoteles,1.53,2023,2
Cartagena De Indias,Restaurantes Y Hoteles,1.81,2023,2
Tunja,Restaurantes Y Hoteles,3.31,2023,2
Manizales,Restaurantes Y Hoteles,1.07,2023,2
Florencia,Restaurantes Y Hoteles,1.34,2023,2
Popayán,Restaurantes Y Hoteles,2.61,2023,2
Valledupar,Restaurantes Y Hoteles,2.12,2023,2
Montería,Restaurantes Y Hoteles,1.39,2023,2
Neiva,Restaurantes Y Hoteles,1.97,2023,2
Riohacha,Restaurantes Y Hoteles,1.51,2023,2
Santa Marta,Restaurantes Y Hoteles,1.98,2023,2
Villavicencio,Restaurantes Y Hoteles,1.35,2023,2
Pasto,Restaurantes Y Hoteles,1.11,2023,2
Cúcuta,Restaurantes Y Hoteles,1.06,2023,2
Armenia,Restaurantes Y Hoteles,1.13,2023,2
Pereira,Restaurantes Y Hoteles,1.21,2023,2
Bucaramanga,Restaurantes Y Hoteles,1.74,2023,2
Sincelejo,Restaurantes Y Hoteles,2.18,2023,2
Ibagué,Restaurantes Y Hoteles,1.19,2023,2
Cali,Restaurantes Y Hoteles,1.55,2023,2
Otras Areas Urbanas,Restaurantes Y Hoteles,1.21,2023,2
Medellín,Bienes Y Servicios Diversos,2.56,2023,2
Barranquilla,Bienes Y Servicios Diversos,2.77,2023,2
"Bogotá, D.C.",Bienes Y Servicios Diversos,1.94,2023,2
Cartagena De Indias,Bienes Y Servicios Diversos,2.41,2023,2
Tunja,Bienes Y Servicios Diversos,1.79,2023,2
Manizales,Bienes Y Servicios Diversos,2.32,2023,2
Florencia,Bienes Y Servicios Diversos,1.28,2023,2
Popayán,Bienes Y Servicios Diversos,1.8,2023,2
Valledupar,Bienes Y Servicios Diversos,1.71,2023,2
Montería,Bienes Y Servicios Diversos,1.9,2023,2
Neiva,Bienes Y Servicios Diversos,2.43,2023,2
Riohacha,Bienes Y Servicios Diversos,1.01,2023,2
Santa Marta,Bienes Y Servicios Diversos,1.73,2023,2
Villavicencio,Bienes Y Servicios Diversos,2.17,2023,2
Pasto,Bienes Y Servicios Diversos,1.95,2023,2
Cúcuta,Bienes Y Servicios Diversos,2.22,2023,2
Armenia,Bienes Y Servicios Diversos,2.12,2023,2
Pereira,Bienes Y Servicios Diversos,1.94,2023,2
Bucaramanga,Bienes Y Servicios Diversos,1.36,2023,2
Sincelejo,Bienes Y Servicios Diversos,0.85,2023,2
Ibagué,Bienes Y Servicios Diversos,2.02,2023,2
Cali,Bienes Y Servicios Diversos,1.41,2023,2
Otras Areas Urbanas,Bienes Y Servicios Diversos,1.21,2023,2
Medellín,Total,1.57,2023,2
Barranquilla,Total,1.72,2023,2
"Bogotá, D.C.",Total,1.89,2023,2
Cartagena De Indias,Total,1.32,2023,2
Tunja,Total,2.12,2023,2
Manizales,Total,1.63,2023,2
Florencia,Total,1.3,2023,2
Popayán,Total,1.29,2023,2
Valledupar,Total,1.22,2023,2
Montería,Total,1.53,2023,2
Neiva,Total,1.44,2023,2
Riohacha,Total,1.16,2023,2
Santa Marta,Total,1.27,2023,2
Villavicencio,Total,1.49,2023,2
Pasto,Total,1.44,2023,2
Cúcuta,Total,1.83,2023,2
Armenia,Total,1.4,2023,2
Pereira,Total,1.58,2023,2
Bucaramanga,Total,1.51,2023,2
Sincelejo,Total,1.0,2023,2
Ibagué,Total,1.29,2023,2
Cali,Total,1.43,2023,2
Otras Areas Urbanas,Total,1.33,2023,2
Medellín,Alimentos Y Bebidas No Alcohólicas,1.1,2023,3
Barranquilla,Alimentos Y Bebidas No Alcohólicas,-0.07,2023,3
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,1.28,2023,3
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,0.31,2023,3
Tunja,Alimentos Y Bebidas No Alcohólicas,1.04,2023,3
Manizales,Alimentos Y Bebidas No Alcohólicas,1.11,2023,3
Florencia,Alimentos Y Bebidas No Alcohólicas,0.44,2023,3
Popayán,Alimentos Y Bebidas No Alcohólicas,1.37,2023,3
Valledupar,Alimentos Y Bebidas No Alcohólicas,0.41,2023,3
Montería,Alimentos Y Bebidas No Alcohólicas,0.19,2023,3
Neiva,Alimentos Y Bebidas No Alcohólicas,0.95,2023,3
Riohacha,Alimentos Y Bebidas No Alcohólicas,-0.12,2023,3
Santa Marta,Alimentos Y Bebidas No Alcohólicas,0.1,2023,3
Villavicencio,Alimentos Y Bebidas No Alcohólicas,0.62,2023,3
Pasto,Alimentos Y Bebidas No Alcohólicas,0.92,2023,3
Cúcuta,Alimentos Y Bebidas No Alcohólicas,-0.42,2023,3
Armenia,Alimentos Y Bebidas No Alcohólicas,0.34,2023,3
Pereira,Alimentos Y Bebidas No Alcohólicas,0.66,2023,3
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,0.43,2023,3
Sincelejo,Alimentos Y Bebidas No Alcohólicas,0.02,2023,3
Ibagué,Alimentos Y Bebidas No Alcohólicas,1.87,2023,3
Cali,Alimentos Y Bebidas No Alcohólicas,1.3,2023,3
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,0.96,2023,3
Medellín,Bebidas Alcohólicas Y Tabaco,1.75,2023,3
Barranquilla,Bebidas Alcohólicas Y Tabaco,1.33,2023,3
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,0.96,2023,3
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,2.75,2023,3
Tunja,Bebidas Alcohólicas Y Tabaco,0.84,2023,3
Manizales,Bebidas Alcohólicas Y Tabaco,1.2,2023,3
Florencia,Bebidas Alcohólicas Y Tabaco,0.91,2023,3
Popayán,Bebidas Alcohólicas Y Tabaco,1.87,2023,3
Valledupar,Bebidas Alcohólicas Y Tabaco,2.5,2023,3
Montería,Bebidas Alcohólicas Y Tabaco,2.04,2023,3
Neiva,Bebidas Alcohólicas Y Tabaco,0.81,2023,3
Riohacha,Bebidas Alcohólicas Y Tabaco,0.54,2023,3
Santa Marta,Bebidas Alcohólicas Y Tabaco,2.01,2023,3
Villavicencio,Bebidas Alcohólicas Y Tabaco,0.89,2023,3
Pasto,Bebidas Alcohólicas Y Tabaco,1.4,2023,3
Cúcuta,Bebidas Alcohólicas Y Tabaco,1.38,2023,3
Armenia,Bebidas Alcohólicas Y Tabaco,0.57,2023,3
Pereira,Bebidas Alcohólicas Y Tabaco,0.86,2023,3
Bucaramanga,Bebidas Alcohólicas Y Tabaco,0.75,2023,3
Sincelejo,Bebidas Alcohólicas Y Tabaco,0.25,2023,3
Ibagué,Bebidas Alcohólicas Y Tabaco,1.09,2023,3
Cali,Bebidas Alcohólicas Y Tabaco,1.25,2023,3
Otras Areas Urbanas,Bebidas Alcohólicas Y Tabaco,0.68,2023,3
Medellín,Prendas De Vestir Y Calzado,1.09,2023,3
Barranquilla,Prendas De Vestir Y Calzado,0.86,2023,3
"Bogotá, D.C.",Prendas De Vestir Y Calzado,0.71,2023,3
Cartagena De Indias,Prendas De Vestir Y Calzado,0.36,2023,3
Tunja,Prendas De Vestir Y Calzado,0.06,2023,3
Manizales,Prendas De Vestir Y Calzado,0.26,2023,3
Florencia,Prendas De Vestir Y Calzado,0.53,2023,3
Popayán,Prendas De Vestir Y Calzado,0.4,2023,3
Valledupar,Prendas De Vestir Y Calzado,0.44,2023,3
Montería,Prendas De Vestir Y Calzado,0.21,2023,3
Neiva,Prendas De Vestir Y Calzado,0.33,2023,3
Riohacha,Prendas De Vestir Y Calzado,0.42,2023,3
Santa Marta,Prendas De Vestir Y Calzado,0.78,2023,3
Villavicencio,Prendas De Vestir Y Calzado,0.58,2023,3
Pasto,Prendas De Vestir Y Calzado,0.38,2023,3
Cúcuta,Prendas De Vestir Y Calzado,0.5,2023,3
Armenia,Prendas De Vestir Y Calzado,0.88,2023,3
Pereira,Prendas De Vestir Y Calzado,0.27,2023,3
Bucaramanga,Prendas De Vestir Y Calzado,0.51,2023,3
Sincelejo,Prendas De Vestir Y Calzado,0.56,2023,3
Ibagué,Prendas De Vestir Y Calzado,0.61,2023,3
Cali,Prendas De Vestir Y Calzado,1.2,2023,3
Otras Areas Urbanas,Prendas De Vestir Y Calzado,0.14,2023,3
Medellín,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.12,2023,3
Barranquilla,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.98,2023,3
"Bogotá, D.C.","Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.13,2023,3
Cartagena De Indias,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.38,2023,3
Tunja,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.59,2023,3
Manizales,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.1,2023,3
Florencia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.62,2023,3
Popayán,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.48,2023,3
Valledupar,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.99,2023,3
Montería,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.86,2023,3
Neiva,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.42,2023,3
Riohacha,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.98,2023,3
Santa Marta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.7,2023,3
Villavicencio,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.81,2023,3
Pasto,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.17,2023,3
Cúcuta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.84,2023,3
Armenia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.29,2023,3
Pereira,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.33,2023,3
Bucaramanga,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.5,2023,3
Sincelejo,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.29,2023,3
Ibagué,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.29,2023,3
Cali,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.68,2023,3
Otras Areas Urbanas,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.85,2023,3
Medellín,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.52,2023,3
Barranquilla,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.0,2023,3
"Bogotá, D.C.","Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.68,2023,3
Cartagena De Indias,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.22,2023,3
Tunja,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.16,2023,3
Manizales,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.01,2023,3
Florencia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.12,2023,3
Popayán,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.44,2023,3
Valledupar,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.69,2023,3
Montería,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.91,2023,3
Neiva,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.08,2023,3
Riohacha,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.14,2023,3
Santa Marta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.32,2023,3
Villavicencio,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.45,2023,3
Pasto,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",2.04,2023,3
Cúcuta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.77,2023,3
Armenia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.96,2023,3
Pereira,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.9,2023,3
Bucaramanga,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.41,2023,3
Sincelejo,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.14,2023,3
Ibagué,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.92,2023,3
Cali,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.32,2023,3
Otras Areas Urbanas,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.53,2023,3
Medellín,Salud,2.17,2023,3
Barranquilla,Salud,1.65,2023,3
"Bogotá, D.C.",Salud,1.25,2023,3
Cartagena De Indias,Salud,0.84,2023,3
Tunja,Salud,1.41,2023,3
Manizales,Salud,1.69,2023,3
Florencia,Salud,-0.37,2023,3
Popayán,Salud,1.01,2023,3
Valledupar,Salud,0.69,2023,3
Montería,Salud,0.72,2023,3
Neiva,Salud,2.05,2023,3
Riohacha,Salud,1.28,2023,3
Santa Marta,Salud,1.49,2023,3
Villavicencio,Salud,1.24,2023,3
Pasto,Salud,1.3,2023,3
Cúcuta,Salud,0.64,2023,3
Armenia,Salud,1.75,2023,3
Pereira,Salud,1.08,2023,3
Bucaramanga,Salud,1.67,2023,3
Sincelejo,Salud,1.39,2023,3
Ibagué,Salud,0.3,2023,3
Cali,Salud,1.57,2023,3
Otras Areas Urbanas,Salud,0.79,2023,3
Medellín,Transporte,1.23,2023,3
Barranquilla,Transporte,4.63,2023,3
"Bogotá, D.C.",Transporte,0.88,2023,3
Cartagena De Indias,Transporte,2.65,2023,3
Tunja,Transporte,1.25,2023,3
Manizales,Transporte,1.1,2023,3
Florencia,Transporte,1.52,2023,3
Popayán,Transporte,3.32,2023,3
Valledupar,Transporte,3.51,2023,3
Montería,Transporte,2.31,2023,3
Neiva,Transporte,1.86,2023,3
Riohacha,Transporte,1.7,2023,3
Santa Marta,Transporte,1.58,2023,3
Villavicencio,Transporte,1.29,2023,3
Pasto,Transporte,0.48,2023,3
Cúcuta,Transporte,1.72,2023,3
Armenia,Transporte,1.4,2023,3
Pereira,Transporte,2.24,2023,3
Bucaramanga,Transporte,1.5,2023,3
Sincelejo,Transporte,1.14,2023,3
Ibagué,Transporte,0.91,2023,3
Cali,Transporte,1.29,2023,3
Otras Areas Urbanas,Transporte,1.74,2023,3
Medellín,Información Y Comunicación,0.29,2023,3
Barranquilla,Información Y Comunicación,-0.02,2023,3
"Bogotá, D.C.",Información Y Comunicación,-0.01,2023,3
Cartagena De Indias,Información Y Comunicación,-0.01,2023,3
Tunja,Información Y Comunicación,0.0,2023,3
Manizales,Información Y Comunicación,0.01,2023,3
Florencia,Información Y Comunicación,-0.16,2023,3
Popayán,Información Y Comunicación,-0.06,2023,3
Valledupar,Información Y Comunicación,-0.05,2023,3
Montería,Información Y Comunicación,-0.01,2023,3
Neiva,Información Y Comunicación,0.11,2023,3
Riohacha,Información Y Comunicación,-0.12,2023,3
Santa Marta,Información Y Comunicación,-0.05,2023,3
Villavicencio,Información Y Comunicación,-0.04,2023,3
Pasto,Información Y Comunicación,-0.11,2023,3
Cúcuta,Información Y Comunicación,-0.07,2023,3
Armenia,Información Y Comunicación,0.04,2023,3
Pereira,Información Y Comunicación,0.12,2023,3
Bucaramanga,Información Y Comunicación,-0.03,2023,3
Sincelejo,Información Y Comunicación,-0.15,2023,3
Ibagué,Información Y Comunicación,0.13,2023,3
Cali,Información Y Comunicación,-0.08,2023,3
Otras Areas Urbanas,Información Y Comunicación,-0.01,2023,3
Medellín,Recreación Y Cultura,0.67,2023,3
Barranquilla,Recreación Y Cultura,-0.21,2023,3
"Bogotá, D.C.",Recreación Y Cultura,0.71,2023,3
Cartagena De Indias,Recreación Y Cultura,0.45,2023,3
Tunja,Recreación Y Cultura,0.93,2023,3
Manizales,Recreación Y Cultura,0.49,2023,3
Florencia,Recreación Y Cultura,2.15,2023,3
Popayán,Recreación Y Cultura,0.9,2023,3
Valledupar,Recreación Y Cultura,-0.24,2023,3
Montería,Recreación Y Cultura,0.27,2023,3
Neiva,Recreación Y Cultura,0.29,2023,3
Riohacha,Recreación Y Cultura,0.39,2023,3
Santa Marta,Recreación Y Cultura,0.39,2023,3
Villavicencio,Recreación Y Cultura,0.39,2023,3
Pasto,Recreación Y Cultura,1.91,2023,3
Cúcuta,Recreación Y Cultura,0.89,2023,3
Armenia,Recreación Y Cultura,1.23,2023,3
Pereira,Recreación Y Cultura,0.56,2023,3
Bucaramanga,Recreación Y Cultura,-0.1,2023,3
Sincelejo,Recreación Y Cultura,0.24,2023,3
Ibagué,Recreación Y Cultura,1.28,2023,3
Cali,Recreación Y Cultura,0.92,2023,3
Otras Areas Urbanas,Recreación Y Cultura,0.56,2023,3
Medellín,Educación,0.84,2023,3
Barranquilla,Educación,0.37,2023,3
"Bogotá, D.C.",Educación,0.04,2023,3
Cartagena De Indias,Educación,0.03,2023,3
Tunja,Educación,0.0,2023,3
Manizales,Educación,0.02,2023,3
Florencia,Educación,1.31,2023,3
Popayán,Educación,0.43,2023,3
Valledupar,Educación,0.0,2023,3
Montería,Educación,0.67,2023,3
Neiva,Educación,0.0,2023,3
Riohacha,Educación,1.05,2023,3
Santa Marta,Educación,1.41,2023,3
Villavicencio,Educación,0.1,2023,3
Pasto,Educación,0.82,2023,3
Cúcuta,Educación,0.37,2023,3
Armenia,Educación,0.0,2023,3
Pereira,Educación,0.0,2023,3
Bucaramanga,Educación,1.27,2023,3
Sincelejo,Educación,0.0,2023,3
Ibagué,Educación,1.15,2023,3
Cali,Educación,0.0,2023,3
Otras Areas Urbanas,Educación,0.03,2023,3
Medellín,Restaurantes Y Hoteles,2.36,2023,3
Barranquilla,Restaurantes Y Hoteles,0.73,2023,3
"Bogotá, D.C.",Restaurantes Y Hoteles,1.14,2023,3
Cartagena De Indias,Restaurantes Y Hoteles,1.2,2023,3
Tunja,Restaurantes Y Hoteles,1.68,2023,3
Manizales,Restaurantes Y Hoteles,0.73,2023,3
Florencia,Restaurantes Y Hoteles,0.7,2023,3
Popayán,Restaurantes Y Hoteles,1.01,2023,3
Valledupar,Restaurantes Y Hoteles,1.91,2023,3
Montería,Restaurantes Y Hoteles,1.17,2023,3
Neiva,Restaurantes Y Hoteles,0.73,2023,3
Riohacha,Restaurantes Y Hoteles,1.5,2023,3
Santa Marta,Restaurantes Y Hoteles,1.34,2023,3
Villavicencio,Restaurantes Y Hoteles,1.34,2023,3
Pasto,Restaurantes Y Hoteles,1.08,2023,3
Cúcuta,Restaurantes Y Hoteles,1.39,2023,3
Armenia,Restaurantes Y Hoteles,1.11,2023,3
Pereira,Restaurantes Y Hoteles,1.25,2023,3
Bucaramanga,Restaurantes Y Hoteles,1.73,2023,3
Sincelejo,Restaurantes Y Hoteles,1.91,2023,3
Ibagué,Restaurantes Y Hoteles,1.49,2023,3
Cali,Restaurantes Y Hoteles,1.38,2023,3
Otras Areas Urbanas,Restaurantes Y Hoteles,0.8,2023,3
Medellín,Bienes Y Servicios Diversos,1.79,2023,3
Barranquilla,Bienes Y Servicios Diversos,1.77,2023,3
"Bogotá, D.C.",Bienes Y Servicios Diversos,1.62,2023,3
Cartagena De Indias,Bienes Y Servicios Diversos,0.86,2023,3
Tunja,Bienes Y Servicios Diversos,1.42,2023,3
Manizales,Bienes Y Servicios Diversos,2.0,2023,3
Florencia,Bienes Y Servicios Diversos,1.17,2023,3
Popayán,Bienes Y Servicios Diversos,1.55,2023,3
Valledupar,Bienes Y Servicios Diversos,1.47,2023,3
Montería,Bienes Y Servicios Diversos,1.32,2023,3
Neiva,Bienes Y Servicios Diversos,1.75,2023,3
Riohacha,Bienes Y Servicios Diversos,1.34,2023,3
Santa Marta,Bienes Y Servicios Diversos,1.54,2023,3
Villavicencio,Bienes Y Servicios Diversos,1.95,2023,3
Pasto,Bienes Y Servicios Diversos,1.18,2023,3
Cúcuta,Bienes Y Servicios Diversos,1.63,2023,3
Armenia,Bienes Y Servicios Diversos,1.88,2023,3
Pereira,Bienes Y Servicios Diversos,1.06,2023,3
Bucaramanga,Bienes Y Servicios Diversos,2.02,2023,3
Sincelejo,Bienes Y Servicios Diversos,1.17,2023,3
Ibagué,Bienes Y Servicios Diversos,1.66,2023,3
Cali,Bienes Y Servicios Diversos,1.67,2023,3
Otras Areas Urbanas,Bienes Y Servicios Diversos,1.22,2023,3
Medellín,Total,1.27,2023,3
Barranquilla,Total,1.1,2023,3
"Bogotá, D.C.",Total,1.04,2023,3
Cartagena De Indias,Total,0.84,2023,3
Tunja,Total,1.21,2023,3
Manizales,Total,1.0,2023,3
Florencia,Total,0.76,2023,3
Popayán,Total,1.43,2023,3
Valledupar,Total,1.16,2023,3
Montería,Total,0.83,2023,3
Neiva,Total,0.86,2023,3
Riohacha,Total,0.75,2023,3
Santa Marta,Total,1.13,2023,3
Villavicencio,Total,0.93,2023,3
Pasto,Total,1.01,2023,3
Cúcuta,Total,0.69,2023,3
Armenia,Total,0.99,2023,3
Pereira,Total,1.07,2023,3
Bucaramanga,Total,0.86,2023,3
Sincelejo,Total,0.88,2023,3
Ibagué,Total,1.3,2023,3
Cali,Total,1.06,2023,3
Otras Areas Urbanas,Total,0.92,2023,3
Medellín,Alimentos Y Bebidas No Alcohólicas,-0.1,2023,4
Barranquilla,Alimentos Y Bebidas No Alcohólicas,-0.06,2023,4
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,0.19,2023,4
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,-0.23,2023,4
Tunja,Alimentos Y Bebidas No Alcohólicas,-0.3,2023,4
Manizales,Alimentos Y Bebidas No Alcohólicas,-0.05,2023,4
Florencia,Alimentos Y Bebidas No Alcohólicas,-0.82,2023,4
Popayán,Alimentos Y Bebidas No Alcohólicas,-0.92,2023,4
Valledupar,Alimentos Y Bebidas No Alcohólicas,0.19,2023,4
Montería,Alimentos Y Bebidas No Alcohólicas,0.5,2023,4
Neiva,Alimentos Y Bebidas No Alcohólicas,-1.19,2023,4
Riohacha,Alimentos Y Bebidas No Alcohólicas,0.75,2023,4
Santa Marta,Alimentos Y Bebidas No Alcohólicas,-0.45,2023,4
Villavicencio,Alimentos Y Bebidas No Alcohólicas,-0.82,2023,4
Pasto,Alimentos Y Bebidas No Alcohólicas,-0.04,2023,4
Cúcuta,Alimentos Y Bebidas No Alcohólicas,-0.04,2023,4
Armenia,Alimentos Y Bebidas No Alcohólicas,-0.08,2023,4
Pereira,Alimentos Y Bebidas No Alcohólicas,-0.23,2023,4
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,0.01,2023,4
Sincelejo,Alimentos Y Bebidas No Alcohólicas,0.63,2023,4
Ibagué,Alimentos Y Bebidas No Alcohólicas,-1.18,2023,4
Cali,Alimentos Y Bebidas No Alcohólicas,-0.55,2023,4
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,0.42,2023,4
Medellín,Bebidas Alcohólicas Y Tabaco,2.04,2023,4
Barranquilla,Bebidas Alcohólicas Y Tabaco,1.87,2023,4
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,1.44,2023,4
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,2.06,2023,4
Tunja,Bebidas Alcohólicas Y Tabaco,-0.11,2023,4
Manizales,Bebidas Alcohólicas Y Tabaco,1.22,2023,4
Florencia,Bebidas Alcohólicas Y Tabaco,1.22,2023,4
Popayán,Bebidas Alcohólicas Y Tabaco,1.08,2023,4
Valledupar,Bebidas Alcohólicas Y Tabaco,0.37,2023,4
Montería,Bebidas Alcohólicas Y Tabaco,1.93,2023,4
Neiva,Bebidas Alcohólicas Y Tabaco,0.72,2023,4
Riohacha,Bebidas Alcohólicas Y Tabaco,1.07,2023,4
Santa Marta,Bebidas Alcohólicas Y Tabaco,1.48,2023,4
Villavicencio,Bebidas Alcohólicas Y Tabaco,0.81,2023,4
Pasto,Bebidas Alcohólicas Y Tabaco,1.71,2023,4
Cúcuta,Bebidas Alcohólicas Y Tabaco,0.63,2023,4
Armenia,Bebidas Alcohólicas Y Tabaco,0.83,2023,4
Pereira,Bebidas Alcohólicas Y Tabaco,0.97,2023,4
Bucaramanga,Bebidas Alcohólicas Y Tabaco,0.43,2023,4
Sincelejo,Bebidas Alcohólicas Y Tabaco,1.84,2023,4
Ibagué,Bebidas Alcohólicas Y Tabaco,0.74,2023,4
Cali,Bebidas Alcohólicas Y Tabaco,1.3,2023,4
Otras Areas Urbanas,Bebidas Alcohólicas Y Tabaco,0.46,2023,4
Medellín,Prendas De Vestir Y Calzado,0.84,2023,4
Barranquilla,Prendas De Vestir Y Calzado,0.2,2023,4
"Bogotá, D.C.",Prendas De Vestir Y Calzado,0.45,2023,4
Cartagena De Indias,Prendas De Vestir Y Calzado,0.49,2023,4
Tunja,Prendas De Vestir Y Calzado,0.13,2023,4
Manizales,Prendas De Vestir Y Calzado,0.64,2023,4
Florencia,Prendas De Vestir Y Calzado,0.8,2023,4
Popayán,Prendas De Vestir Y Calzado,0.75,2023,4
Valledupar,Prendas De Vestir Y Calzado,0.0,2023,4
Montería,Prendas De Vestir Y Calzado,-0.5,2023,4
Neiva,Prendas De Vestir Y Calzado,0.76,2023,4
Riohacha,Prendas De Vestir Y Calzado,0.71,2023,4
Santa Marta,Prendas De Vestir Y Calzado,0.46,2023,4
Villavicencio,Prendas De Vestir Y Calzado,0.53,2023,4
Pasto,Prendas De Vestir Y Calzado,0.56,2023,4
Cúcuta,Prendas De Vestir Y Calzado,0.54,2023,4
Armenia,Prendas De Vestir Y Calzado,0.53,2023,4
Pereira,Prendas De Vestir Y Calzado,0.85,2023,4
Bucaramanga,Prendas De Vestir Y Calzado,0.33,2023,4
Sincelejo,Prendas De Vestir Y Calzado,0.59,2023,4
Ibagué,Prendas De Vestir Y Calzado,0.56,2023,4
Cali,Prendas De Vestir Y Calzado,0.69,2023,4
Otras Areas Urbanas,Prendas De Vestir Y Calzado,0.8,2023,4
Medellín,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.05,2023,4
Barranquilla,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.92,2023,4
"Bogotá, D.C.","Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.39,2023,4
Cartagena De Indias,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.99,2023,4
Tunja,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.39,2023,4
